Image,Blur,Brightness,Contrast,Sharpness,Noise,Quality,Status
leaf curl17.png,925.88,100.55,45.91,79.29,9.19,0.826,Good
img3.jpg,1844.0,116.78,42.23,111.7,12.45,0.826,Good
mosaic112.jpg,2877.23,103.36,56.79,142.15,15.4,0.826,Good
Discover the Amazing Benefits and Uses of Guava Leaves.jpg,528.29,105.31,42.83,56.37,6.82,0.825,Good
little leaf16.png,613.11,108.56,37.0,71.83,7.37,0.825,Good
mosaic4.jpg,2350.27,147.42,50.25,102.14,14.1,0.825,Good
cercospera Leaf spot1.jpg,2856.89,104.8,56.06,100.18,15.85,0.825,Good
Papaya leaves (1).jpg,460.32,87.33,59.54,51.05,6.39,0.824,Good
IMG_4874.jpg,397.65,158.73,49.97,52.92,5.87,0.824,Good
test12.jpg,868.38,144.66,37.58,85.5,8.73,0.824,Good
powdety_mildew18.png,1891.36,133.35,39.91,124.58,13.42,0.824,Good
mosaic3.jpg,4835.92,104.88,61.15,150.09,18.74,0.823,Good
rust20.png,370.36,99.1,38.79,62.82,5.79,0.823,Good
PHYP62_15932.jpg,2282.81,126.15,36.7,95.96,13.22,0.823,Good
wilt12.png,821.05,103.49,42.61,98.92,9.04,0.823,Good
bcatrial leaf blight132.png,1475.78,122.75,36.21,117.28,11.79,0.823,Good
test11.jpg,864.89,110.79,41.33,55.4,7.69,0.823,Good
alternitia_blight13.png,457.63,120.67,27.25,74.34,6.96,0.822,Good
IMG_8750.jpg,498.74,137.14,48.84,42.61,5.51,0.822,Good
all_desease_detail.jpg,1638.63,186.71,72.42,87.43,13.41,0.822,Good
pest_disesase17.png,1193.39,113.64,38.36,94.22,10.23,0.822,Good
rust12.png,746.12,95.38,45.63,78.18,8.24,0.822,Good
little leaf12.png,668.9,106.96,37.71,72.4,8.02,0.821,Good
cumin_6.png,555.68,122.18,25.41,61.66,6.78,0.821,Good
magne17.png,292.89,120.82,41.73,46.72,4.57,0.821,Good
no(13).jpg,370.11,130.29,46.15,40.21,4.94,0.821,Good
IMG_4967.jpg,2076.75,152.28,49.76,126.52,13.14,0.821,Good
blackspot17.png,1533.67,116.05,39.11,107.48,11.68,0.821,Good
no(23).jpg,268.33,151.77,64.33,42.91,4.86,0.821,Good
cercospera Leaf spot7.jpg,920.06,124.73,27.07,66.39,8.35,0.821,Good
download (13).jpg,1043.0,102.07,42.63,58.95,8.37,0.821,Good
papa_caster.jpeg,239.98,121.66,52.26,48.93,4.61,0.821,Good
test2.jpg,299.62,111.85,50.26,43.16,4.67,0.821,Good
WhatsApp Image 2026-03-31 at 11.04.48 AM.jpeg,239.19,131.83,53.07,46.94,4.56,0.82,Good
cercospora23.png,508.7,118.57,30.96,56.77,6.4,0.82,Good
My garden.jpg,436.1,92.11,51.33,53.3,6.01,0.82,Good
bcatrial leaf blight134.png,1377.77,110.98,39.99,91.31,10.72,0.82,Good
spider_mite1.jpg,369.46,122.7,31.78,53.43,5.83,0.82,Good
WhatsApp Image 2026-03-31 at 10.55.21 AM.jpeg,2925.09,119.48,43.23,115.13,14.98,0.82,Good
magne14.png,522.01,108.54,34.58,69.63,7.16,0.82,Good
no(16).jpg,365.93,167.48,45.2,70.44,6.25,0.82,Good
Alternaria Blight of cumin.jpeg,271.49,134.44,34.0,57.15,5.31,0.82,Good
cumin_un1.jpeg,272.42,134.44,33.99,57.15,5.31,0.82,Good
bcatrial leaf blight133.png,1013.9,116.21,33.37,74.83,9.0,0.82,Good
Screenshot 2026-03-20 103601.png,3575.59,121.65,46.99,137.45,17.51,0.82,Good
no(8).jpg,240.23,110.02,63.62,44.86,4.4,0.819,Good
mag3.jpg,277.62,142.62,44.78,50.73,4.91,0.819,Good
little leaf13.png,750.61,103.5,39.57,78.72,8.31,0.819,Good
leaf curl15.png,690.71,108.25,36.23,75.1,8.22,0.819,Good
leaf_spot3.jpg,1072.89,117.27,34.03,67.2,10.03,0.818,Good
algal18.png,403.97,82.4,57.18,52.28,5.69,0.818,Good
cercospora22.png,617.39,101.92,37.73,59.82,7.0,0.818,Good
cercospora13.png,487.49,107.79,43.91,51.58,6.35,0.818,Good
pottasium2.jpg,276.19,121.49,46.23,45.7,4.72,0.818,Good
wilt16.png,698.48,100.57,39.94,88.35,7.99,0.817,Good
insect14.png,1249.26,118.08,34.56,88.55,10.75,0.817,Good
nitrogen1.jpg,274.51,142.61,44.78,50.68,4.89,0.817,Good
alternitia_blight14.png,446.12,95.2,41.67,82.42,7.17,0.817,Good
caster_he11.jpg,1322.37,110.78,35.63,67.9,9.28,0.816,Good
download (2).jpg,392.1,141.62,55.14,38.0,5.6,0.815,Good
WhatsApp Image 2026-03-31 at 10.56.10 AM.jpeg,377.55,123.57,40.93,43.74,5.17,0.815,Good
IMG_8844.jpg,399.42,112.19,43.88,47.09,5.44,0.815,Good
cercospera Leaf spot6.jpg,900.26,103.56,38.91,71.36,8.77,0.815,Good
wilt4.jpg,1350.48,121.65,31.71,80.27,10.98,0.814,Good
"Common, Cumin Seeds _ Cumin.jpg",280.79,99.78,40.04,86.67,5.78,0.814,Good
WhatsApp Image 2026-03-31 at 10.55.24 AM.jpeg,1024.97,89.07,49.28,80.65,9.62,0.814,Good
wilt7.jpg,1792.99,102.72,47.03,98.91,12.8,0.814,Good
alternaria leaf spot5.jpg,537.0,148.84,33.62,58.77,6.58,0.814,Good
no115.jpg,528.6,159.0,40.18,81.38,7.59,0.814,Good
no115.jpg,528.73,159.0,40.18,81.38,7.59,0.814,Good
alternaria leaf spot23.jpg,454.68,122.56,39.29,46.21,5.92,0.814,Good
Little white eggplant has big leaves_.jpg,532.27,85.55,50.45,56.2,6.55,0.814,Good
rust13.png,580.21,98.96,41.59,57.17,6.98,0.814,Good
IMG_4871.jpg,363.85,154.5,49.63,47.41,5.26,0.814,Good
pottassium7.jpg,363.46,137.98,46.53,41.4,5.15,0.813,Good
cumin_he8.jpeg,3359.59,115.13,47.04,141.24,16.95,0.813,Good
Cumin seed production (2024-25)-SDAU-Jagudan (GUJ) (7).jpg,3119.06,151.63,54.26,136.35,17.13,0.813,Good
test6.jpg,331.32,148.4,40.93,50.67,5.35,0.813,Good
Cumin seed production (2024-25)-SDAU-Jagudan (GUJ) (7).jpeg,3074.42,151.62,54.19,136.21,17.09,0.813,Good
cumin_powdery_mildew2.png,641.59,119.97,25.64,66.38,7.73,0.813,Good
Cumin Seed Production GC4 and 5 (2).JPG,5249.49,143.18,59.2,200.65,22.49,0.812,Good
Cumin Seed Production GC4 and 5 (3).JPG,4320.31,144.27,56.03,170.05,20.57,0.812,Good
WhatsApp Image 2026-03-31 at 10.56.33 AM (1).jpeg,333.92,132.06,43.28,40.48,4.96,0.812,Good
pest_disesase16.png,786.21,105.15,35.48,78.33,8.13,0.812,Good
no(17).jpg,402.31,167.12,42.29,76.61,6.55,0.812,Good
pottasium1.jpg,321.34,124.17,35.39,45.39,4.54,0.811,Good
flora-file.jpg,1134.9,101.02,39.69,67.24,9.12,0.811,Good
nitrogen5.jpg,3462.41,105.02,48.77,103.12,15.1,0.811,Good
cumin_wilt1.png,468.14,121.2,22.44,59.71,6.79,0.811,Good
curl3.jpg,321.07,124.17,35.39,45.4,4.54,0.811,Good
Cumin seed production (2024-25)-SDAU-Jagudan (GUJ) (3).jpeg,2992.37,148.52,50.84,154.06,17.03,0.81,Good
Cumin seed production (2024-25)-SDAU-Jagudan (GUJ) (3).jpg,3083.28,148.56,50.93,154.07,17.13,0.81,Good
Alternaria blight cumin.JPG,3923.89,146.22,54.1,161.79,19.52,0.809,Good
Cumin Seed Production GC4 and 5 (1).JPG,3923.99,146.22,54.1,161.79,19.52,0.809,Good
IMG_4947.jpg,229.89,144.06,47.6,55.5,4.56,0.809,Good
cercospora20.png,479.42,115.93,30.64,54.72,6.2,0.809,Good
little leaf15.png,469.44,107.79,29.31,62.44,6.51,0.809,Good
algal14.png,564.16,92.19,39.42,61.05,6.79,0.809,Good
no113.jpg,235.23,140.35,58.72,44.0,4.58,0.808,Good
WhatsApp Image 2026-03-31 at 10.56.12 AM.jpeg,306.72,124.78,38.57,42.13,4.78,0.808,Good
blackspot16.png,949.92,100.65,37.66,75.1,8.86,0.807,Good
cercospora17.png,762.57,106.52,32.39,59.81,7.95,0.807,Good
no(7).jpg,331.82,167.2,39.87,59.04,5.63,0.807,Good
leaf_curl2.jpg,210.84,117.0,56.13,49.45,4.23,0.807,Good
cumin_3.png,1456.73,137.94,28.91,82.9,10.13,0.806,Good
Probably the most colourful Papaya Tree ever_.jpg,1953.57,94.95,47.19,87.3,12.0,0.806,Good
cumin_powdery_mildew1.png,994.89,121.69,25.24,61.37,9.41,0.806,Good
athrecnose13.png,832.91,113.0,27.84,61.62,8.02,0.806,Good
magnes16.png,393.18,105.32,39.83,52.24,6.36,0.806,Good
insect15.png,1797.38,107.7,41.12,127.48,13.22,0.805,Good
wilt resistancy of GC 4.jpg,2204.74,116.18,36.5,110.22,13.75,0.804,Good
test1.jpg,1847.18,153.04,40.78,82.94,11.81,0.804,Good
test13.jpg,1006.93,150.41,33.75,77.26,9.24,0.803,Good
cumin_2.png,1294.39,109.66,33.29,98.68,10.33,0.803,Good
no(18).jpg,557.54,166.99,40.99,86.7,7.72,0.803,Good
no(7).jpg,255.9,113.48,54.85,42.08,4.41,0.803,Good
alternaria leaf spot1.jpg,536.36,126.51,40.34,40.96,6.43,0.803,Good
alternaria leaf spot25.jpg,457.63,102.5,39.26,52.88,6.26,0.803,Good
cumin_he4.jpeg,3778.61,142.16,43.38,127.13,16.91,0.802,Good
alternaria leaf spot6.jpg,409.63,135.5,30.22,49.81,5.54,0.802,Good
not cumin--Its Ajwain plant.jpg,2887.67,98.1,50.52,131.3,15.96,0.8,Moderate
alternatie2.jpg,2525.94,109.04,41.74,121.62,14.92,0.8,Good
mosaic11.jpg,3195.87,96.87,50.31,113.5,15.37,0.8,Good
Cumin (Cuminum cyminum) organically grown flower seeds_  Floral Encounters_.jpg,2887.96,98.11,50.52,131.33,15.97,0.8,Moderate
hand held leaf6.jpg,283.88,103.39,43.95,48.71,4.56,0.8,Good
cercospora.jpg,588.89,124.15,30.45,49.51,7.08,0.8,Moderate
pest_disesase13.png,540.99,114.89,27.01,55.22,6.47,0.799,Moderate
pottasium9.jpg,2228.69,99.29,43.66,97.91,13.1,0.799,Moderate
powdety_mildew14.png,3875.47,135.0,39.88,154.37,18.13,0.798,Moderate
Guava leaves.jpg,309.6,100.11,39.26,50.78,5.23,0.798,Moderate
powdety_mildew16.png,3508.55,133.68,36.98,144.15,17.07,0.798,Moderate
spider_mite11.jpg,1388.7,123.26,38.3,45.27,8.33,0.798,Moderate
alternaria leaf spot24.jpg,370.05,113.51,39.4,45.01,5.74,0.797,Moderate
wilt15.png,559.12,92.11,34.9,79.35,7.12,0.796,Moderate
wilt1.png,3374.16,112.95,38.78,115.83,15.47,0.796,Moderate
papaya_he1.png,2452.49,99.02,43.6,89.42,13.49,0.796,Moderate
little leaf14.png,649.32,99.45,31.44,75.75,7.71,0.795,Moderate
wilt9.jpg,4262.17,102.6,50.64,155.08,18.33,0.795,Moderate
spider_mite15.jpg,1427.31,112.99,27.38,79.77,10.46,0.793,Moderate
spider_mite3.jpg,1428.52,112.99,27.38,79.71,10.46,0.793,Moderate
papaya_he2.png,725.89,90.08,47.8,50.77,7.3,0.793,Moderate
PHYP62_15933.jpg,622.58,110.67,40.69,46.74,7.52,0.793,Moderate
WhatsApp Image 2026-03-31 at 11.05.09 AM (1).jpeg,367.98,147.7,34.43,49.27,5.59,0.792,Moderate
IMG_4948.jpg,219.79,144.32,48.68,51.38,4.43,0.792,Moderate
no(16).jpg,200.28,151.02,57.15,51.69,4.35,0.791,Moderate
no(16).jpg,200.02,151.02,57.15,51.68,4.35,0.791,Moderate
"PAPAYA Leaf Powder 1lb (454g) ORGANIC Dried Bulk Herb, Carica Papaya L Folia _Available qty from 2oz-4lbs_.jpg",1691.83,86.8,45.75,89.21,11.9,0.791,Moderate
algal17.png,3693.05,104.71,46.91,166.07,18.22,0.79,Moderate
rust15.png,690.62,97.44,31.08,58.55,7.11,0.79,Moderate
magne13.png,280.1,107.33,30.61,54.75,4.92,0.789,Moderate
t2.jpg,264.64,149.66,55.32,38.88,4.46,0.788,Moderate
pottasium_spider mite (5).jpg,205.2,119.44,53.36,45.14,4.04,0.787,Moderate
alternitia_blight16.png,2373.96,106.9,39.56,153.17,15.86,0.787,Moderate
IMG_20260222_183505.jpg,278.37,137.41,35.49,44.76,4.65,0.786,Moderate
cumin_alternatie_blight.png,702.75,84.07,37.12,77.97,7.95,0.784,Moderate
no114.jpg,178.07,134.29,63.45,40.97,3.92,0.784,Moderate
wilt14.png,2277.14,99.09,40.84,137.26,14.53,0.784,Moderate
algal16.png,529.35,90.48,40.41,51.88,6.5,0.783,Moderate
no(1).jpeg,232.96,111.18,48.66,45.86,4.39,0.782,Moderate
Alternaria_(1).jpg,238.13,130.97,38.76,45.94,4.51,0.782,Moderate
cumin_7.png,2835.86,103.13,38.48,133.47,15.01,0.782,Moderate
IMG_8751.jpg,236.8,139.04,48.23,42.35,4.26,0.781,Moderate
magnesium1.jpg,184.2,108.72,53.68,52.76,4.35,0.781,Moderate
WhatsApp Image 2026-03-31 at 11.05.09 AM (2).jpeg,311.16,145.39,30.68,47.09,5.09,0.781,Moderate
IMG_4953.jpg,222.69,152.45,48.21,51.82,4.49,0.781,Moderate
cumin_wilt3.png,1279.85,115.86,26.44,56.3,10.76,0.781,Moderate
leaf curl14.png,277.56,98.51,42.13,47.49,4.79,0.779,Moderate
IMG_8810.jpg,386.91,143.34,38.89,38.77,4.78,0.779,Moderate
cercospora19.png,517.5,110.44,27.58,50.28,6.19,0.778,Moderate
antherconose1.jpg,292.71,93.4,49.44,41.68,5.03,0.778,Moderate
Cumin Seed Production field viewField.JPG,613.85,145.36,25.36,52.37,6.65,0.778,Moderate
pottasium1.jpg,321.26,103.43,43.22,39.31,4.69,0.777,Moderate
no(17).jpg,216.3,150.03,47.43,51.46,4.53,0.777,Moderate
athrecnose15.png,607.42,97.91,31.61,53.96,7.06,0.777,Moderate
pottasium3.jpg,387.15,153.66,33.04,48.88,5.7,0.777,Moderate
IMG_4872.jpg,327.18,149.46,42.3,38.37,4.85,0.776,Moderate
alternaria leaf (1).jpg,202.42,123.03,54.24,40.19,4.1,0.776,Moderate
castor_hea5.png,841.56,195.13,72.4,40.37,7.43,0.774,Moderate
guava_healthy.jpeg,275.41,107.44,48.86,37.06,4.62,0.774,Moderate
no(15).jpg,198.76,151.15,53.29,49.56,4.2,0.774,Moderate
algal19.png,850.7,71.7,41.53,75.09,8.58,0.773,Moderate
"Natural Dried Guava Leaves, Herbal Tea Ingredient - Etsy.jpg",135.1,127.67,65.32,41.09,3.46,0.773,Moderate
castor_hea.jpeg,174.21,122.49,42.2,53.82,3.93,0.773,Moderate
cumin_1.jpg,11003.53,118.09,41.98,139.04,23.36,0.773,Moderate
"Natural Dried Guava Leaves, Herbal Tea Ingredient - Etsy (1).jpg",135.02,127.67,65.33,41.08,3.46,0.772,Moderate
athrecnose14.png,307.99,113.59,28.65,44.04,4.83,0.772,Moderate
wilt13.png,249.89,116.51,36.53,45.52,4.42,0.77,Moderate
Papaya leaf (1).jpg,460.64,139.27,41.8,33.21,5.42,0.77,Moderate
pest.jpg,932.79,108.7,31.57,47.49,7.68,0.769,Moderate
How To Grow Eggplant And Tricks To Get More Fruit.jpg,931.19,108.7,31.57,47.47,7.68,0.769,Moderate
How To Grow Eggplant And Tricks To Get More Fruit.jpg,931.99,108.71,31.57,47.48,7.68,0.769,Moderate
pottasium5.jpg,1689.83,83.62,37.61,84.95,11.35,0.768,Moderate
no(2).jpg,244.77,128.6,45.82,33.46,4.12,0.768,Moderate
wilt2.png,1716.05,190.66,50.83,107.71,12.22,0.768,Moderate
blackspot15.jpg,246.04,121.9,45.76,36.17,4.48,0.767,Moderate
nitrogen6.jpg,167.99,142.18,58.27,45.34,3.96,0.767,Moderate
pest_damage2.jpg,306.86,119.76,33.05,36.13,4.7,0.767,Moderate
Leaf curl of papaya12.jpg,265.26,147.82,54.3,31.97,4.68,0.765,Moderate
cercospora18.png,330.8,108.77,27.71,45.46,5.11,0.765,Moderate
pest_disesase14.png,560.02,77.66,31.32,63.77,6.98,0.765,Moderate
cercospora3.jpg,201.54,105.94,42.76,54.12,4.54,0.764,Moderate
general_disease_detail.jpg,1244.9,194.14,49.02,58.85,10.18,0.764,Moderate
IMG_4849.jpg,176.86,138.29,66.79,33.92,3.77,0.763,Moderate
IMG_4849(1).jpg,176.7,138.29,66.79,33.93,3.77,0.763,Moderate
IMG_4940.jpg,231.24,152.4,51.31,41.9,4.24,0.763,Moderate
IMG_4893.jpg,255.01,151.57,60.1,29.84,4.12,0.762,Moderate
WhatsApp Image 2026-03-31 at 11.17.31 AM.jpeg,210.5,110.05,43.95,48.46,4.41,0.762,Moderate
no6.jpg,233.89,154.37,46.98,45.08,4.38,0.761,Moderate
castor_hea4.png,1430.88,194.04,44.46,62.1,9.41,0.761,Moderate
no(22).jpg,236.26,147.41,56.61,33.76,4.12,0.761,Moderate
IMG_8861.jpg,279.86,118.62,35.97,35.45,4.22,0.759,Moderate
WhatsApp Image 2026-03-31 at 11.04.55 AM.jpeg,224.5,139.5,34.56,48.53,4.31,0.758,Moderate
Field view of cumin seed production plot.JPG,14235.1,108.65,45.23,136.0,24.97,0.758,Moderate
Black sooty Mould (2).jpg,277.52,160.27,34.21,48.84,5.25,0.757,Moderate
hand held leaf2.jpg,269.29,179.88,69.15,32.57,4.65,0.757,Moderate
no117.jpg,176.98,140.1,56.05,40.95,3.91,0.756,Moderate
alternaria leaf (8).jpg,217.19,108.83,45.95,44.19,4.24,0.756,Moderate
IMG_8823.jpg,220.79,133.08,50.63,32.45,3.89,0.755,Moderate
alternaria leaf (7).jpg,215.9,108.83,45.94,44.16,4.23,0.755,Moderate
pottasium_spider mite (7).jpg,199.67,131.62,42.72,42.06,4.01,0.754,Moderate
bacterial leaf blight12.png,480.82,86.32,34.78,48.64,6.22,0.753,Moderate
rust14.png,546.12,117.46,20.38,44.03,5.78,0.752,Moderate
spider_mite41.jpg,241.24,96.85,41.69,46.99,4.63,0.75,Moderate
IMG_4954.jpg,190.75,153.28,48.66,48.13,4.11,0.749,Moderate
IMG_8873.jpg,209.19,157.15,65.94,33.07,3.95,0.749,Moderate
IMG_8867.jpg,1028.48,184.88,44.08,50.21,8.66,0.745,Moderate
magnesium4.jpg,151.9,142.81,62.46,38.37,3.51,0.745,Moderate
no(9)1.jpg,141.53,126.65,49.97,43.25,3.39,0.744,Moderate
blackspot11.jpg,142.32,110.07,76.54,30.4,3.4,0.743,Moderate
antherconose.jpg,142.21,110.07,76.54,30.39,3.4,0.742,Moderate
test5.jpg,212.91,116.06,47.69,35.8,4.2,0.741,Moderate
"Black spot of papaya, caused by Asperisoporium caricae_14975626599_o.jpg",236.55,161.51,56.11,34.28,3.98,0.74,Moderate
Nitrogen7.jpg,371.7,140.94,33.24,30.38,4.82,0.74,Moderate
anthrecnose1 (2).jpg,212.87,121.77,48.04,31.82,3.96,0.739,Moderate
cercospera Leaf spot2.jpg,566.93,82.7,26.78,53.97,7.48,0.739,Moderate
test15.jpg,197.09,116.95,43.52,40.99,4.12,0.739,Moderate
magnesium2.jpg,174.37,139.64,41.58,46.93,3.97,0.739,Moderate
no(12).jpg,152.03,139.24,67.68,30.01,3.23,0.737,Moderate
GC-4 Plant copy (2).jpg,4900.44,174.77,40.22,132.81,18.04,0.737,Moderate
leafcurl2.jpg,396.18,42.78,47.05,54.57,6.43,0.734,Moderate
test16.jpg,321.34,79.88,37.55,41.73,5.03,0.733,Moderate
algal_spot1.jpg,185.4,129.37,42.35,37.11,3.82,0.732,Moderate
no(5).jpg,197.4,128.99,39.21,37.27,4.04,0.732,Moderate
IMG_20260222_183552.jpg,272.71,104.28,34.4,35.49,4.44,0.727,Moderate
IMG_4968.jpg,171.49,141.0,45.79,40.12,3.71,0.724,Moderate
no(14).jpg,173.38,139.53,59.5,28.22,3.35,0.724,Moderate
test3.jpg,238.21,98.46,36.65,42.78,4.6,0.724,Moderate
IMG_20260228_090510.jpg,195.57,126.02,51.12,25.99,3.86,0.722,Moderate
Nitrogen1.jpg,202.98,150.47,49.33,35.06,3.77,0.722,Moderate
no.jpg,166.34,111.24,51.04,38.26,3.65,0.722,Moderate
cercospera Leaf spot11.jpg,214.23,100.01,36.29,45.39,4.31,0.72,Moderate
IMG_8866.jpg,611.18,192.26,40.32,45.71,6.69,0.719,Moderate
cercospora16.png,255.53,92.18,34.69,41.84,4.45,0.718,Moderate
IMG_8793.jpg,149.54,147.24,60.05,33.84,3.39,0.716,Moderate
IMG_8865.jpg,664.52,184.26,36.22,43.94,6.64,0.716,Moderate
no(12).jpg,145.74,136.36,65.67,24.56,3.0,0.715,Moderate
nitrogen3.jpg,151.25,148.76,54.91,37.55,3.54,0.713,Moderate
no(6).jpg,207.68,149.7,48.54,31.51,3.65,0.713,Moderate
IMG_4848.jpg,167.56,144.53,54.09,32.62,3.63,0.712,Moderate
no(19).jpg,134.39,148.61,56.46,38.96,3.3,0.712,Moderate
IMG_8768.jpg,186.63,140.21,49.08,30.33,3.43,0.712,Moderate
What Happens to The Body If You Eat Guava Leaves Every Day for a Month_.jpg,137.15,111.46,46.81,43.85,3.5,0.711,Moderate
no(10).jpg,148.98,147.29,65.07,28.7,3.22,0.711,Moderate
pottasium4.jpg,158.23,131.82,52.53,29.08,3.4,0.711,Moderate
pottasium3.jpg,158.13,131.82,52.53,29.08,3.4,0.711,Moderate
IMG_4848(1).jpg,167.25,144.53,54.1,32.62,3.63,0.711,Moderate
leaf_curl1.jpg,135.66,117.42,40.71,45.83,3.45,0.711,Moderate
IMG_4943.jpg,177.46,151.81,47.81,38.21,3.6,0.71,Moderate
rust3.jpg,152.97,114.32,35.7,47.37,3.78,0.709,Moderate
rust1.jpg,560.04,63.34,53.82,31.32,5.7,0.709,Moderate
test5.jpg,176.1,106.49,54.14,32.18,3.71,0.708,Moderate
test1.jpg,202.1,139.07,41.15,31.52,3.95,0.706,Moderate
pottasium1.jpg,218.55,85.23,40.79,43.5,4.22,0.705,Moderate
Nitrogen8.jpg,176.48,128.06,40.9,30.66,3.59,0.704,Moderate
IMG-20260324-WA0028.jpg,178.27,122.0,37.39,35.82,3.73,0.704,Moderate
test1.jpg,189.29,136.49,33.35,38.07,3.87,0.704,Moderate
pottasium_spider mite (9).jpg,160.26,143.7,43.12,39.03,3.55,0.702,Moderate
download (15).jpg,153.24,154.7,43.65,44.98,3.53,0.702,Moderate
WhatsApp Image 2026-03-31 at 11.17.35 AM.jpeg,153.19,119.55,43.53,35.61,3.49,0.699,Moderate
IMG_4944.jpg,149.33,148.23,46.83,39.34,3.47,0.699,Moderate
no(9).jpg,155.03,149.15,55.32,32.11,3.32,0.699,Moderate
anthrecnose1 3.jpg,165.7,121.38,37.1,36.66,3.58,0.697,Moderate
no(4).jpg,186.38,144.92,52.99,25.11,3.37,0.697,Moderate
IMG_8868.jpg,237.33,184.0,46.16,39.73,4.43,0.696,Moderate
pest_damage112.jpg,130.89,138.89,51.35,34.05,3.24,0.696,Moderate
no(11).jpg,189.79,147.49,50.33,26.92,3.4,0.695,Moderate
IMG_4847.jpg,172.22,152.39,47.93,35.25,3.76,0.695,Moderate
IMG_4847(1).jpg,172.12,152.39,47.93,35.25,3.76,0.695,Moderate
no(5).jpg,176.19,153.01,54.85,28.27,3.47,0.692,Moderate
IMG_20260228_090256.jpg,152.96,126.06,52.44,23.55,3.27,0.692,Moderate
no(4).jpg,146.13,150.47,64.01,25.49,3.04,0.692,Moderate
no(20).jpg,167.12,152.49,46.67,35.98,3.67,0.691,Moderate
IMG_4892.jpg,163.72,150.09,49.62,32.83,3.55,0.69,Moderate
cumin_wilt.png,178.46,125.86,27.28,37.7,3.9,0.69,Moderate
magnessium2.jpg,213.24,179.23,52.44,35.23,4.1,0.69,Moderate
no(11).jpg,138.21,150.22,68.36,22.92,2.89,0.69,Moderate
cumin_he10.jpeg,537.55,34.61,60.53,35.83,7.13,0.689,Moderate
IMG_4850(1).jpg,136.82,142.85,54.26,30.57,3.23,0.689,Moderate
IMG_4850.jpg,136.7,142.85,54.26,30.58,3.22,0.689,Moderate
no(9).jpg,170.39,148.88,51.78,28.21,3.31,0.688,Moderate
alternaria leaf (5).jpg,182.94,143.2,41.24,31.52,3.76,0.688,Moderate
no(8).jpg,133.46,146.35,64.0,24.22,2.89,0.687,Moderate
cumin_hea2.jpeg,122.21,135.64,33.96,44.01,3.12,0.686,Moderate
test1.jpg,173.61,118.14,45.95,26.51,3.44,0.686,Moderate
"Papaya Leaf stock image_ Image of lobed, green, organic - 93255095.jpg",465.09,219.96,62.09,31.29,6.18,0.685,Moderate
IMG_20260222_183549.jpg,230.07,101.3,35.1,31.5,3.99,0.684,Moderate
no(6).jpg,135.18,142.49,56.9,26.1,2.94,0.682,Moderate
no112.jpg,141.24,152.72,61.33,26.21,2.99,0.681,Moderate
no(14).jpg,224.75,160.41,40.38,29.79,3.74,0.681,Moderate
no(6).jpg,128.34,151.94,59.13,29.27,2.97,0.679,Moderate
no(19).jpg,124.64,147.24,60.3,27.17,3.04,0.679,Moderate
no(19).jpg,124.76,147.24,60.3,27.16,3.04,0.679,Moderate
no(13).jpg,126.95,152.47,67.56,22.67,2.79,0.677,Moderate
no116.jpg,117.7,149.16,58.32,30.03,2.93,0.677,Moderate
no1.jpg,206.05,170.58,48.4,30.49,3.77,0.675,Moderate
IMG_20260222_183617.jpg,193.9,128.02,29.5,26.85,3.51,0.675,Moderate
anthrecnose11 (1).jpg,140.71,128.33,33.1,34.67,3.38,0.675,Moderate
no(2).jpg,143.39,158.81,58.42,29.25,3.23,0.675,Moderate
pest_disease11.jpg,128.15,108.23,55.23,29.23,3.24,0.674,Moderate
no(15).jpg,172.95,124.08,35.91,27.63,3.31,0.674,Moderate
no(22).jpg,133.84,155.42,53.51,33.05,3.26,0.674,Moderate
IMG-20260325-WA0043.jpg,202.56,150.67,30.64,35.37,3.99,0.674,Moderate
no(3).jpg,169.16,158.82,56.27,24.64,3.18,0.672,Moderate
no(10).jpg,164.39,156.64,51.35,28.63,3.25,0.672,Moderate
no(5)1.jpg,189.63,159.15,45.09,29.74,3.52,0.672,Moderate
IMG-20260325-WA0039.jpg,190.6,143.74,29.65,34.12,3.85,0.671,Moderate
IMG-20260325-WA0039.jpg,190.75,143.75,29.65,34.1,3.85,0.671,Moderate
21175817939_f04ffb822c_o.jpg,143.9,128.61,44.28,24.59,3.3,0.671,Moderate
F1_Guava_Healthy_1.jpg,150.64,150.99,45.53,32.9,3.49,0.671,Moderate
IMG_4845.jpg,150.39,150.99,45.53,32.89,3.49,0.67,Moderate
no(5).jpg,147.86,157.82,54.65,29.12,3.15,0.67,Moderate
Cercospora alternaria_.jpg,192.51,147.1,26.73,36.59,3.93,0.668,Moderate
IMG_8870.jpg,291.02,193.62,31.86,36.09,4.75,0.668,Moderate
IMG_8890.jpg,146.76,166.2,61.37,27.48,3.33,0.667,Moderate
test4.jpg,109.2,131.14,46.72,28.84,2.77,0.667,Moderate
IMG_20260222_183530.jpg,179.47,140.72,38.46,26.67,3.59,0.667,Moderate
no(7).jpg,146.3,155.44,56.02,25.84,3.01,0.666,Moderate
leaf curl1.jpg,138.56,143.33,56.23,21.37,3.01,0.665,Moderate
IMG_20260222_183609.jpg,153.13,127.83,36.86,26.03,3.23,0.665,Moderate
IMG_8889.jpg,134.7,159.46,59.58,27.28,3.06,0.665,Moderate
pottasium_spider mite (8).jpg,110.23,144.64,51.2,30.82,2.76,0.664,Moderate
