,NDVI_Mean,NDVI_Std,NDVI_Min,NDVI_Max,NDVI_Median,NDVI_P25,NDVI_P75,NDRE_Mean,NDRE_Std,NDRE_Min,NDRE_Max,NDRE_Median,NDRE_P25,NDRE_P75,GNDVI_Mean,GNDVI_Std,GNDVI_Min,GNDVI_Max,GNDVI_Median,GNDVI_P25,GNDVI_P75,SAVI_Mean,SAVI_Std,SAVI_Min,SAVI_Max,SAVI_Median,SAVI_P25,SAVI_P75,MSAVI_Mean,MSAVI_Std,MSAVI_Min,MSAVI_Max,MSAVI_Median,MSAVI_P25,MSAVI_P75,OSAVI_Mean,OSAVI_Std,OSAVI_Min,OSAVI_Max,OSAVI_Median,OSAVI_P25,OSAVI_P75,CIGREEN_Mean,CIGREEN_Std,CIGREEN_Min,CIGREEN_Max,CIGREEN_Median,CIGREEN_P25,CIGREEN_P75,CIREDGE_Mean,CIREDGE_Std,CIREDGE_Min,CIREDGE_Max,CIREDGE_Median,CIREDGE_P25,CIREDGE_P75,Vegetation_Coverage,Healthy_Percentage,Stress_Percentage,Brightness,Contrast,Blur_Score,Canopy_Density,Disease_Hotspot
GNDVI_P75,0.41442957857969437,0.18867887959405216,-0.20163059371919384,0.3456054556142711,0.4111187322370681,0.409839793079971,0.3994963778111523,-0.20207475575454023,0.13513423070842198,-0.17422503086124205,0.18841270885276415,-0.21078833761393412,-0.25310639586683203,-0.1453859149148086,0.900243556597242,0.18254234105109177,-0.13697899611486386,0.6925147982278238,0.8980917785980941,0.6940657409769758,1.0,0.4144290543890777,0.18867546190567305,-0.20162917274867007,0.3456086535687854,0.41111787628976726,0.4098395240178718,0.39949511710252156,0.37999097100000784,0.02086312133385702,-0.20319912954586383,0.3477395692324152,0.3961907635659618,0.3878692009200414,0.39665733329598135,0.4144294141792404,0.18867778012010805,-0.2016300821011248,0.345606505137365,0.41111838975079706,0.40983969296709416,0.3994958666031299,0.9704473766814865,0.6367435522611266,-0.13239735207047124,0.6966561631991504,0.8887085223541192,0.6907330546854816,0.9971038434516135,-0.1499316722651491,0.0760337586466782,-0.16929936175988156,0.18593545859769237,-0.18580178469645783,-0.22361802066536424,-0.12362529609915092,0.3737899148388512,0.4012252133150732,-0.432914833700713,-0.5452019748801992,-0.04800127090050129,-0.4782883632013442,0.37037749884342275,0.05424953148610529
SAVI_Mean,0.9999999999970254,0.2809870071687123,-0.01573261025034402,0.8612108558310037,0.9949767407711054,0.9462176512316985,0.9590999911988649,-0.15220248596226313,-0.20269141989961434,-0.06669833529529026,0.1748613816822117,-0.13271957449384628,-0.16506581793850256,-0.1267127117984293,0.45889455783924504,-0.23389275771318305,-0.15096250122060872,0.4768652071839252,0.43843054729960673,0.41740926346251717,0.4144290543890777,1.0,0.28098119756245016,-0.015732480804198166,0.8612109762192861,0.9949768202124785,0.9462177008571667,0.9590996626719486,0.988684977650014,-0.3945005607029779,-0.048072314482734926,0.8612884245696782,0.9919889039737751,0.9472791948631173,0.9652047880096379,0.9999999999986264,0.28098510516822134,-0.015732585417929178,0.8612108666751821,0.9949767728172801,0.9462176734535134,0.9590998847402337,0.4264437562945069,0.06390937230534266,-0.14415911160676065,0.4789297208561189,0.4393531048299468,0.41819412239767545,0.4205662058733088,-0.14563418144781098,-0.22598817916852804,-0.057799589671069795,0.1803528675082522,-0.0996590460027653,-0.12934875828156692,-0.09519956517184833,0.8684532960751321,0.6562797247089386,-0.9370041166276115,-0.6637697308752544,0.14873596487058494,-0.4536504781281343,0.7738851957504067,0.11345286427927476
SAVI_Std,0.2809810410131561,0.9999999999521946,-0.07393866916324678,0.4220793361962608,0.2843811765179863,-0.00425718664934043,0.5197770140529974,0.09417957256258247,0.6802558491715135,-0.054476462369384776,0.09074914262464968,0.07978885873758816,-0.17458174427700993,0.3033286624866735,-0.12099373267874095,0.640249173986031,-0.038778201418041676,0.30628104124686056,-0.1491645144124945,-0.36274562568155944,0.18867546190567305,0.28098119756245016,1.0,-0.07393827993806747,0.42207773996582687,0.2843811733634811,-0.00425679016605908,0.5197774137988594,0.1727561146543956,0.6155446244376364,-0.020614579427542447,0.41115336385754003,0.2722763597393023,0.01976859119383467,0.48827332312064875,0.2809810956930711,0.9999999999780584,-0.0739385373930853,0.42207880339115705,0.2843810949277781,-0.0042570378391305185,0.5197771236745987,0.04112173785716336,0.584362318246991,-0.044793422317337184,0.2833840229573383,-0.1615629320989274,-0.3673964489810458,0.18829671147632335,0.18160559213763072,0.60943614951385,-0.061019384804010784,0.05255638939757316,0.07733905742956683,-0.16026728570830018,0.29826629542748,0.6315631577774771,0.6585924650283551,-0.5073165750935819,-0.04337382370082592,0.46635232249272407,0.08810123649653669,0.6682935215837958,-0.35781053857293443
SAVI_Min,-0.015733680973104507,-0.07394300970383963,0.9999999999493219,-0.02752114087383307,-0.036592970870104116,-0.02715159501115986,-0.021925912786506536,0.48447135342364306,-0.11587392910022681,0.5553517745668385,-0.31340442857346257,0.4914643278601507,0.49729358147015107,0.4315779831542728,-0.15273406761861552,-0.1635773824533383,0.6282190833837775,-0.4702560586820577,-0.15119139022245726,-0.09132033810046265,-0.20162917274867007,-0.015732480804198166,-0.07393827993806747,1.0,-0.02752312230403103,-0.03659186633776716,-0.027151826909696433,-0.021923595852692622,0.026094867565919836,-0.2480711135237094,0.9766735971296014,-0.024822053637307353,-0.012861240379428523,0.0005463324411768516,-0.0036730092180340492,-0.01573330100678809,-0.07394149103735793,0.9999999999777458,-0.02752186052544353,-0.03659257236778161,-0.027151643330271827,-0.02192503837268607,-0.21888649977520575,-0.273854950983818,0.625874479378577,-0.47008926302775433,-0.1643058202161252,-0.11474351602678862,-0.21086172222744895,0.4205108887025937,0.08262506702536193,0.5427857600335824,-0.32034939080570635,0.45381224339682746,0.4593584258348004,0.39859818868621844,-0.03643122130467749,-0.1441884431168893,0.06457224754881148,0.43903925463558924,0.039050334338752095,0.4031428052667198,-0.0780728350889815,-0.271168338858915
SAVI_Max,0.8612107899257986,0.42208236825309076,-0.027523552321574142,0.999999999890843,0.8495543004789249,0.7653260437975824,0.8658754436010024,-0.06364279197969133,-0.11639749723704042,-0.09217269068027983,0.22644687131210375,-0.04669648363440886,-0.09997344521333341,-0.028380562974269077,0.3528055026284005,-0.13044238539763311,-0.15306649649366752,0.5271222010222618,0.33156806192567934,0.29529664870905514,0.3456086535687854,0.8612109762192861,0.42207773996582687,-0.02752312230403103,1.0,0.8495546706246633,0.7653262654953998,0.8658755051556623,0.8442782733841405,-0.21878759947395376,-0.05548693336367763,0.9988128199354607,0.8585177366829408,0.7829621343086243,0.8760921847979878,0.8612108521042265,0.42208086055462263,-0.02752345144864984,0.9999999999523049,0.8495544143729977,0.7653261326690033,0.8658754733199681,0.34069077128784514,0.1179583152917648,-0.14725388931051658,0.5207040716607382,0.3267266316083113,0.2914235997553313,0.34758198622501973,-0.050727284717361903,-0.09763555546606123,-0.0855145842273669,0.22222411424212507,-0.020460457105794964,-0.07163400147795687,-0.0010901242790023293,0.7879100377284147,0.6431069166526479,-0.820851275813349,-0.5295223934171481,0.23101707278537786,-0.36089908027456047,0.730339797219344,0.023222453945823323
SAVI_Median,0.9949768906556741,0.2843871253496393,-0.03659208565566387,0.8495543653177219,0.99999999999384,0.9438232808161694,0.9552578100404235,-0.18307905691852633,-0.2044964506968495,-0.08467248466249702,0.17299885654918742,-0.16660548339132195,-0.19711761014035728,-0.15400185937309085,0.4519863470160565,-0.22846506031593353,-0.1691914508223227,0.482471635595748,0.432271871170856,0.40865485381697736,0.41111787628976726,0.9949768202124785,0.2843811733634811,-0.03659186633776716,0.8495546706246633,1.0,0.9438233317218561,0.9552574340061882,0.9804297137058178,-0.36630124855079577,-0.06973168840819927,0.8491428647887679,0.9942665064532098,0.9444414195675911,0.958515752119641,0.9949768685364655,0.2843851779546929,-0.03659202907292785,0.8495544421689565,0.9999999999973508,0.9438233009761933,0.9552576901447765,0.4222099987696803,0.07013568472527877,-0.16205319839635599,0.487578138825786,0.4333031147632576,0.4100655067431851,0.41798457712179055,-0.1765137070250786,-0.24129667489485368,-0.07559732504647207,0.1796174840152936,-0.13364320250031153,-0.16057256583259671,-0.12334936946549528,0.8681135769620967,0.6663915634629051,-0.9354306667631985,-0.6690510654844904,0.17198847119713181,-0.4635324758849771,0.7768599662866049,0.14061576368747547
SAVI_P25,0.9462179010644517,-0.004250222708172471,-0.027152524958443763,0.7653258264502988,0.9438233702286504,0.9999999999966146,0.8186920148536369,-0.25140030700530597,-0.42198862455273106,-0.08840541005032482,0.13602267330768908,-0.22775155354386464,-0.16477512098159242,-0.29463703862847085,0.5467645631957141,-0.3972832063860679,-0.18402748448713854,0.4494703968691265,0.5371661898260578,0.5717245155119413,0.4098395240178718,0.9462177008571667,-0.00425679016605908,-0.027151826909696433,0.7653262654953998,0.9438233317218561,1.0,0.818691241694104,0.9642702052584968,-0.5154761319769947,-0.07539555673475151,0.7693294857375034,0.9465342541657832,0.9942967746904171,0.8374300131749974,0.9462178361522845,-0.004252365633273207,-0.027152299510442835,0.7653259372635858,0.9438233821559109,0.9999999999984333,0.818691761763913,0.47632808326354475,-0.04002126066400656,-0.1749988039247061,0.46020758146964746,0.5404134516783501,0.5724150424800499,0.41690866507542984,-0.26575013578366596,-0.44541021142492493,-0.07649213612563611,0.15841508868481863,-0.18684702560155556,-0.12744188957897692,-0.2558068582050423,0.6851332606945835,0.510597823287925,-0.7963740105873471,-0.7340612930691617,0.104150526738715,-0.5707408954583737,0.594509039557221,0.2769930151008754
SAVI_P75,0.9590995391044652,0.5197821940013991,-0.021923439187937842,0.8658757008886477,0.9552572928455461,0.8186911482086172,0.9999999999847531,-0.076680210680464,0.009940890739217936,-0.0533536083820251,0.18289938658589025,-0.06344607691342714,-0.1750924238221023,0.009060795364855097,0.3527215157106981,-0.05493512896852958,-0.1166903214689175,0.47597677676577227,0.3242057577527935,0.250309755665133,0.39949511710252156,0.9590996626719486,0.5197774137988594,-0.021923595852692622,0.8658755051556623,0.9552574340061882,0.818691241694104,1.0,0.9202909069158279,-0.21706856812564554,-0.03626625827609024,0.8624843742300177,0.9477129952482979,0.8256968380691383,0.9946787346026096,0.9590995799425965,0.5197806247166435,-0.021923512257349998,0.8658756146967302,0.955257326359991,0.8186911896709027,0.9999999999932802,0.36150437115567746,0.17431840203133414,-0.11237487129183373,0.47209940668741246,0.32285535957859385,0.25133354442634814,0.40453561359228474,-0.05125869554590648,-0.021675581141225822,-0.0479789950130319,0.17419897012940594,-0.0396605533594707,-0.14345350481082428,0.03150835496040533,0.9516182711448822,0.7391634707691931,-0.977441206072748,-0.5588463439714397,0.2064334050536217,-0.3324195083910888,0.8650131248429326,-0.020813426277883622
MSAVI_Mean,0.9886848647782717,0.17276179218942123,0.02609487769548016,0.8442781008985175,0.9804294846755671,0.9642701370511497,0.9202910895982129,-0.13309084501730015,-0.2984248690489498,-0.030489396939356345,0.16145559696806766,-0.11024330838063286,-0.11320388030946132,-0.13602845073573105,0.4618796402797884,-0.3212698671995275,-0.1260544224020485,0.43343930003594666,0.4441544357249339,0.451085350096929,0.37999097100000784,0.988684977650014,0.1727561146543956,0.026094867565919836,0.8442782733841405,0.9804297137058178,0.9642702052584968,0.9202909069158279,1.0,-0.49310916260999876,-0.013157246722861603,0.8471279223134317,0.988922418445248,0.9727766417138923,0.9384286127279042,0.9886849000996593,0.17275993030536063,0.02609485923082217,0.8442781236869603,0.9804295767823076,0.9642701677448676,0.9202910412594741,0.4054382305564239,-0.022483280728656064,-0.11863661112888081,0.43712009591036893,0.44458467589421485,0.45001394103280434,0.3848741063085478,-0.1399557532780635,-0.2978435401693671,-0.021184365924845332,0.17112184287080717,-0.07751728611459777,-0.08002710879967882,-0.10393989771832296,0.796501043867833,0.5629031980592252,-0.881548588386985,-0.6470215956342319,0.10340592723494144,-0.448933360350086,0.6859434857619409,0.13747538696981493
MSAVI_Std,-0.3944999148971624,0.6155433739507039,-0.24807373180782225,-0.21878611482920132,-0.36630056586290954,-0.5154764690925919,-0.2170678138990158,-0.13694718952234103,0.6100613281266546,-0.2056538844062141,-0.06705505246150784,-0.1659386836901152,-0.2766592433332834,-0.006335661648066818,-0.22896986284763163,0.7022312067746951,-0.10623896288191498,0.12379598811519271,-0.23536237005561397,-0.39343183761103345,0.02086312133385702,-0.3945005607029779,0.6155446244376364,-0.2480711135237094,-0.21878759947395376,-0.36630124855079577,-0.5154761319769947,-0.21706856812564554,-0.49310916260999876,1.0,-0.19083468907567308,-0.22681352302407223,-0.3781491306243295,-0.5092652997775384,-0.24344721658211513,-0.3945001166955563,0.615543805868785,-0.24807281398510433,-0.2187865890385016,-0.3663008566367294,-0.5154763491394173,-0.21706807047777474,-0.05607221918246496,0.6043380176169325,-0.11296901231587746,0.11113002219842637,-0.24414502920239103,-0.39436034535189823,0.01814496280596386,-0.05116370514596104,0.48182489512846394,-0.21093757424941115,-0.07947052648173175,-0.16559242722720546,-0.2718594485421683,-0.007917091572697182,-0.09470314720642375,0.1999448465515055,0.20758023608794196,0.12090903936879774,0.5328789639556528,0.04667488494819072,0.03227909601721289,-0.12104783491096426
MSAVI_Min,-0.04807356724712884,-0.020619810768925273,0.9766738423696542,-0.055484686509578524,-0.06973283688148502,-0.07539532221597645,-0.036268724619637524,0.5230656149047397,-0.05319801746919404,0.5708844975928351,-0.31532319174161805,0.5282343483792241,0.5169045366205326,0.4823330027454751,-0.17728025987960336,-0.10533200684913192,0.629507552662268,-0.4736167621553454,-0.1776473569279796,-0.13136905946440403,-0.20319912954586383,-0.048072314482734926,-0.020614579427542447,0.9766735971296014,-0.05548693336367763,-0.06973168840819927,-0.07539555673475151,-0.03626625827609024,-0.013157246722861603,-0.19083468907567308,1.0,-0.0534500056270757,-0.047214627715046344,-0.046576136412913464,-0.020963509610346185,-0.04807317157630817,-0.020618129620632662,0.9766737612306887,-0.05548549241327752,-0.06973242540507175,-0.07539536528024748,-0.036267790487035725,-0.23191732258443495,-0.2350045212156526,0.6214409503102574,-0.48160915841087515,-0.19126933093827875,-0.15597189298904038,-0.2133342726424197,0.4610356785003247,0.14760566433740366,0.5543814258447869,-0.328771562034239,0.4851622814045821,0.4742951121106426,0.4440912037004635,-0.03251152582344433,-0.13964012192132727,0.07478597395353626,0.46462883254749304,0.043891742114908296,0.4347977504451228,-0.07346333412799935,-0.31354986628938636
MSAVI_Max,0.8612882301237409,0.41115801990795947,-0.024822491261697038,0.9988128106544014,0.8491424729494472,0.7693292516288388,0.8624843053204212,-0.06423349751328554,-0.12467857461626122,-0.08973534521629381,0.2255057064669291,-0.04701279922729157,-0.0968749681740357,-0.031781542944223445,0.3585045107876173,-0.13745231353648785,-0.1502422287813937,0.524084571446656,0.3375983530962426,0.3032489155221187,0.3477395692324152,0.8612884245696782,0.41115336385754003,-0.024822053637307353,0.9988128199354607,0.8491428647887679,0.7693294857375034,0.8624843742300177,0.8471279223134317,-0.22681352302407223,-0.0534500056270757,1.0,0.8599287444750671,0.7881482801173563,0.8747514948310943,0.8612882947883804,0.4111565027223189,-0.02482238693511557,0.9988128142540516,0.8491425946149146,0.7693293460823092,0.8624843387344023,0.34454980614562375,0.11373735396046296,-0.14434832311026452,0.5174936753612916,0.3326927113230664,0.29921549997603736,0.3495339897249056,-0.05176310713232199,-0.1042528253382038,-0.08283702922348551,0.2222141691134817,-0.020169309579989685,-0.06823496154204874,-0.0037647779980479333,0.7795306073055477,0.6298063749854766,-0.8152374947937292,-0.533052749191081,0.22788077083840805,-0.36545038608391284,0.7179803976532331,0.025474513525670598
MSAVI_Median,0.991988886709423,0.27228218897120166,-0.012861522352433789,0.8585175745962345,0.9942663765300768,0.946534143798651,0.9477132519486524,-0.16698011179412034,-0.23446515929836764,-0.06339948530034085,0.16278606506764828,-0.14878375480207473,-0.1695803367355456,-0.14848808399229715,0.4449626762264818,-0.24604696046592459,-0.1531984521597223,0.4722912916514871,0.4255806604403364,0.40955429747845146,0.3961907635659618,0.9919889039737751,0.2722763597393023,-0.012861240379428523,0.8585177366829408,0.9942665064532098,0.9465342541657832,0.9477129952482979,0.988922418445248,-0.3781491306243295,-0.047214627715046344,0.8599287444750671,1.0,0.9568858552710534,0.9610111714031793,0.9919888923217532,0.27228027950084904,-0.01286143782065853,0.8585175984758785,0.9942664233039386,0.946534188642265,0.9477131814141265,0.40901740951266174,0.05117541100878561,-0.14602628388044459,0.47689165543679046,0.42495317995610077,0.40879219156361324,0.40160898267719053,-0.16411602366688188,-0.25663228973642227,-0.054400939890164965,0.17111029066344718,-0.11544651515298837,-0.13399878836692655,-0.11658264572623439,0.8356315416868675,0.6278885600095134,-0.9085623726587866,-0.6586976534725192,0.18839929306412304,-0.46083168274915987,0.7358304784387544,0.13839245816808005
MSAVI_P25,0.947279281164796,0.01977493854384838,0.0005456821642506905,0.7829618586973549,0.9444413245489235,0.9942966913288922,0.8256974282995693,-0.22437505643599118,-0.42039804514127416,-0.06204563545922531,0.12925046516723449,-0.20040164037944588,-0.14029535911028623,-0.26799645076386075,0.5186909154824091,-0.3883955821409144,-0.16314805521742828,0.437565347336129,0.5089112825675518,0.5428582143948889,0.3878692009200414,0.9472791948631173,0.01976859119383467,0.0005463324411768516,0.7829621343086243,0.9444414195675911,0.9942967746904171,0.8256968380691383,0.9727766417138923,-0.5092652997775384,-0.046576136412913464,0.7881482801173563,0.9568858552710534,1.0,0.8512543394619518,0.9472792526350823,0.0197728649727944,0.0005458981190990814,0.782961910760625,0.9444413790611563,0.9942967219708664,0.8256972410819335,0.44814410454674636,-0.04418912177266604,-0.1544465365314985,0.4474080270478832,0.5095400251735499,0.5406419794431078,0.3935635789151553,-0.24006832585704277,-0.4320445308350523,-0.05084528081414751,0.15067897514322615,-0.16064878185264414,-0.10408832062628798,-0.22988454016903087,0.677844383929622,0.49906020880535884,-0.7846880363552405,-0.710443376182956,0.13189135051899756,-0.5492673802709593,0.5823056970772319,0.25662668255970256
MSAVI_P75,0.9652046070382643,0.48827813091098865,-0.0036729858046273115,0.8760924746786117,0.9585155212780425,0.8374298858241683,0.9946786697715934,-0.07418928902170738,-0.03338315999097021,-0.04012858741982867,0.17198366245379526,-0.05888301177367802,-0.15593824482097773,-0.001811411855296652,0.3636899327267792,-0.08505569014053485,-0.10993777932618487,0.4727340536932741,0.3354047223794636,0.27137253604730854,0.39665733329598135,0.9652047880096379,0.48827332312064875,-0.0036730092180340492,0.8760921847979878,0.958515752119641,0.8374300131749974,0.9946787346026096,0.9384286127279042,-0.24344721658211513,-0.020963509610346185,0.8747514948310943,0.9610111714031793,0.8512543394619518,1.0,0.9652046658253435,0.48827655145897697,-0.0036730108980682014,0.8760923520264252,0.9585155899925788,0.8374299439596878,0.9946787029354099,0.36400549420970574,0.1524235546448346,-0.10527609535352485,0.46870890565656065,0.33323730008574476,0.27117439467772503,0.40032181989090965,-0.05294439496721333,-0.053925930958936955,-0.03428004617497621,0.16646939028019156,-0.03360277479489643,-0.12439825969988064,0.022888053761700486,0.918457483501374,0.6950758163722578,-0.9565014680189984,-0.5651884627344728,0.21338021256650033,-0.34424697694198014,0.819656457733113,-0.008868218462350528
OSAVI_Mean,0.9999999999996916,0.2809869053091765,-0.015733430455469006,0.8612107317129346,0.9949767890991269,0.9462177865280113,0.959099908476305,-0.15220360491665108,-0.20269139166870057,-0.06669917025018728,0.174861453933289,-0.13272069770040001,-0.16506686508481286,-0.12671377381585108,0.45889492642862034,-0.23389258687008374,-0.1509632103901532,0.4768656788447087,0.4384309392909324,0.4174095980250572,0.4144294141792404,0.9999999999986264,0.2809810956930711,-0.01573330100678809,0.8612108521042265,0.9949768685364655,0.9462178361522845,0.9590995799425965,0.9886849000996593,-0.3945001166955563,-0.04807317157630817,0.8612882947883804,0.9919888923217532,0.9472792526350823,0.9652046658253435,1.0,0.2809850033055822,-0.015733405622167285,0.8612107425582435,0.994976821143865,0.9462178087494252,0.9590998020152316,0.4264442229715232,0.06390984661187814,-0.14415981002287523,0.47893024356576397,0.43935351520485255,0.41819448922491514,0.420566589670999,-0.1456351904941794,-0.22598860787277594,-0.05780039772616324,0.1803529849625384,-0.09966007914784353,-0.12934971805147816,-0.0952005497328489,0.8684532556406312,0.6562800212741802,-0.9370041503557726,-0.6637705064563841,0.14873627512495666,-0.4536513022498114,0.7738853097471174,0.11345358646133613
OSAVI_Std,0.2809849486288511,0.9999999999949598,-0.07394188027026745,0.4220824567792159,0.284385181117165,-0.004252762118019006,0.5197802249912389,0.09417482613252907,0.6802543148628359,-0.054479690728860296,0.09074976348223251,0.07978422691803995,-0.17458596260471937,0.3033239777587268,-0.12099095426159186,0.6402482113069643,-0.03878171998092885,0.30628465055186527,-0.14916170734534875,-0.36274288061908055,0.18867778012010805,0.28098510516822134,0.9999999999780584,-0.07394149103735793,0.42208086055462263,0.2843851779546929,-0.004252365633273207,0.5197806247166435,0.17275993030536063,0.615543805868785,-0.020618129620632662,0.4111565027223189,0.27228027950084904,0.0197728649727944,0.48827655145897697,0.2809850033055822,1.0,-0.07394174849737781,0.42208192397620986,0.28438509952403906,-0.00425261330733331,0.519780334605353,0.04112455813292158,0.5843633272710506,-0.04479685564532803,0.28338782347999014,-0.1615600316524534,-0.36739357654902194,0.18829914970180037,0.18160115639530214,0.6094327855664922,-0.0610224730481148,0.052557224227088105,0.07733489696657034,-0.16027103655866864,0.29826201156893317,0.6315658703917761,0.6585951818681065,-0.5073198800599643,-0.04337963850394085,0.46635312822599145,0.08809601385641233,0.6682961630766022,-0.3578069968267238
OSAVI_Min,-0.01573378558922682,-0.0739432671661708,0.999999999993872,-0.027521470019236983,-0.03659313360662369,-0.02715206761105133,-0.02192582919657545,0.4844727372701495,-0.11587393873609134,0.5553527358022938,-0.3134039440432851,0.4914657328540817,0.4972946236249305,0.43157948961779236,-0.1527350796615923,-0.16357796077012052,0.6282197095237907,-0.4702573060559561,-0.15119236202915046,-0.09132128652025245,-0.2016300821011248,-0.015732585417929178,-0.0739385373930853,0.9999999999777458,-0.02752345144864984,-0.03659202907292785,-0.027152299510442835,-0.021923512257349998,0.02609485923082217,-0.24807281398510433,0.9766737612306887,-0.02482238693511557,-0.01286143782065853,0.0005458981190990814,-0.0036730108980682014,-0.015733405622167285,-0.07394174849737781,1.0,-0.027522189670205352,-0.03659273510360223,-0.027152115930508126,-0.021924954781328547,-0.21888769743974637,-0.27385634730320063,0.6258750828956985,-0.4700904980281247,-0.1643067947246585,-0.11474448469300172,-0.21086259733110654,0.4205121450480541,0.08262539207092039,0.5427866889752323,-0.3203490871632676,0.4538135467133258,0.4593594151500664,0.3985995928417343,-0.036430917679561976,-0.144188725997498,0.06457218503999752,0.43904044235340417,0.039048435600647545,0.4031443160752947,-0.07807253505256394,-0.27116929050980404
OSAVI_Max,0.8612106803789594,0.42208343167300777,-0.027522290542363097,0.9999999999872353,0.8495540720191179,0.765325715562726,0.8658755531380777,-0.06364175629939874,-0.11639740489370483,-0.09217163135277798,0.2264462613532882,-0.04669543692756295,-0.09997234185825235,-0.02837970164527809,0.35280349965771335,-0.13044238944033693,-0.15306565397005154,0.5271205982967273,0.3315660068803387,0.2952950616559257,0.345606505137365,0.8612108666751821,0.42207880339115705,-0.02752186052544353,0.9999999999523049,0.8495544421689565,0.7653259372635858,0.8658756146967302,0.8442781236869603,-0.2187865890385016,-0.05548549241327752,0.9988128142540516,0.8585175984758785,0.782961910760625,0.8760923520264252,0.8612107425582435,0.42208192397620986,-0.027522189670205352,1.0,0.8495541859149445,0.7653258044353267,0.8658755828584386,0.34068866662857433,0.1179574581051767,-0.14725310732198363,0.5207022439425152,0.32672454356141206,0.29142192438475034,0.347579820538367,-0.050726230497981924,-0.09763490871272694,-0.0855135195362778,0.22222343661919522,-0.02045936151923317,-0.07163287837137725,-0.0010892151246002946,0.7879101543946506,0.6431070272820033,-0.8208511425834017,-0.5295218820773949,0.23101834857418085,-0.3608984309520056,0.7303399342782501,0.02322161172471066
OSAVI_Median,0.9949768432643146,0.2843870469212639,-0.03659279168673279,0.8495541090623255,0.9999999999990984,0.9438233312515403,0.9552577024005549,-0.1830800619791049,-0.20449607455619265,-0.0846733632737262,0.17299896095637782,-0.1666065158115626,-0.19711865125516467,-0.15400274183250406,0.45198675324071425,-0.2284646147010706,-0.16919213985980744,0.48247202944115225,0.43227229763976766,0.40865513012092153,0.41111838975079706,0.9949767728172801,0.2843810949277781,-0.03659257236778161,0.8495544143729977,0.9999999999973508,0.9438233821559109,0.955257326359991,0.9804295767823076,-0.3663008566367294,-0.06973242540507175,0.8491425946149146,0.9942664233039386,0.9444413790611563,0.9585155899925788,0.994976821143865,0.28438509952403906,-0.03659273510360223,0.8495541859149445,1.0,0.9438233514110981,0.9552575825026562,0.4222105606793106,0.07013640007330166,-0.16205387818872535,0.4875785378439225,0.4333035559369517,0.4100658102608385,0.4179851106314314,-0.1765145901580757,-0.24129676591429317,-0.0755981810806571,0.17961760878670593,-0.13364418001522976,-0.16057354450221145,-0.12335021218359345,0.8681135850883003,0.6663918465178934,-0.9354307318566398,-0.6690517831639929,0.17198847745084356,-0.46353306676522404,0.7768601297612898,0.14061634790997068
OSAVI_P25,0.946217873661968,-0.004250470382768701,-0.027152341378235717,0.765325693621084,0.9438233394842361,0.9999999999995685,0.8186919628311082,-0.251400269555784,-0.4219887710842277,-0.08840531608018613,0.13602261378271094,-0.22775150866509078,-0.1647750731439782,-0.29463701505442297,0.5467647820286896,-0.3972834110853836,-0.1840273798132053,0.4494702421027344,0.5371664124847415,0.5717247463507847,0.40983969296709416,0.9462176734535134,-0.0042570378391305185,-0.027151643330271827,0.7653261326690033,0.9438233009761933,0.9999999999984333,0.8186911896709027,0.9642701677448676,-0.5154763491394173,-0.07539536528024748,0.7693293460823092,0.946534188642265,0.9942967219708664,0.8374299439596878,0.9462178087494252,-0.00425261330733331,-0.027152115930508126,0.7653258044353267,0.9438233514110981,1.0,0.8186917097411511,0.47632825979162935,-0.04002138120573813,-0.17499870230528883,0.4602074513255939,0.5404136838093879,0.5724152838520788,0.4169088384516972,-0.2657501202277086,-0.4454103124356241,-0.07649204291725693,0.15841505034186518,-0.18684698709599143,-0.1274418515603106,-0.2558068345026229,0.68513321787228,0.5105977678802152,-0.7963740195217057,-0.7340611432811835,0.10415038065227415,-0.57074076701522,0.5945090149782358,0.2769930235216139
OSAVI_P75,0.9590997611791442,0.519781903896235,-0.021924881713870338,0.8658756690489361,0.9552575489903864,0.8186916682790643,0.999999999997682,-0.0766822137859206,0.00994092445553514,-0.05335520492782022,0.18289974036021786,-0.06344810117065099,-0.17509427528489083,0.00905885807333595,0.3527222620251018,-0.05493475240885018,-0.116691737640158,0.4759777592816707,0.32420654440921604,0.25031041183368774,0.3994958666031299,0.9590998847402337,0.5197771236745987,-0.02192503837268607,0.8658754733199681,0.9552576901447765,0.818691761763913,0.9999999999932802,0.9202910412594741,-0.21706807047777474,-0.036267790487035725,0.8624843387344023,0.9477131814141265,0.8256972410819335,0.9946787029354099,0.9590998020152316,0.519780334605353,-0.021924954781328547,0.8658755828584386,0.9552575825026562,0.8186917097411511,1.0,0.36150532397841745,0.17431936693181882,-0.11237626462985852,0.47210044177246185,0.3228561831254435,0.2513342689598557,0.40453641547577457,-0.05126050615496802,-0.02167631708865752,-0.0479805487307957,0.1741993429643931,-0.03966241962784741,-0.14345520302379075,0.03150654399428662,0.9516182455126694,0.7391639616074358,-0.977441373597205,-0.5588480411252699,0.2064337299575769,-0.3324210435480021,0.8650133188623416,-0.0208120926776645
